# time in seconds, z in cm, C solid phase volume fraction
#
300;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.08848 0.01792 0.02587 0.14159 0.36805 0.47877 0.48704 0.49072 0.49041 0.4908 0.49264 0.49151 0.49256 0.49373 0.49587 0.49586 0.49631 0.49786 0.49955 0.50249 0.497 0.49427 0.49743 0.50083 0.50532 0.512 0.51214 0.5049 0.50172 0.50509 0.51104 0.51214 0.50963 0.50718 0.50896 0.51263 0.51228 0.50906 0.50638 0.50319 0.50906 0.51326 0.51507 0.51576 0.51578 0.51732 0.52058 0.53542 0.55131 0.56247 0.57376 0.58132 0.58711 0.59358 0.5936 0.59336 0.59816 0.59872 0.59483 0.59099 0.58983 0.59652 0.60092 0.60087 0.59555 0.58682 0.59223 0.59954 0.59861 0.58413
#
360;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.08995 0.01443 0.0152 0.05233 0.23974 0.44276 0.48855 0.49303 0.49112 0.49078 0.49036 0.49085 0.4908 0.48719 0.49593 0.49918 0.4961 0.49784 0.5008 0.50388 0.50548 0.50776 0.50505 0.50185 0.49766 0.50014 0.50668 0.50616 0.50479 0.50748 0.50643 0.50619 0.50899 0.50951 0.506 0.50322 0.50774 0.50754 0.51114 0.51299 0.51508 0.51938 0.52396 0.52312 0.53038 0.54591 0.56097 0.57218 0.58212 0.58672 0.58849 0.59159 0.59279 0.59427 0.59993 0.59842 0.59796 0.59953 0.59912 0.59644 0.59552 0.59822 0.60214 0.60417 0.6033 0.60043 0.60067 0.59797 0.59312 0.58076
#
420;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09097 0.01777 0.01162 0.01806 0.12388 0.35254 0.47445 0.48807 0.48942 0.4884 0.49276 0.49536 0.49691 0.49276 0.49556 0.49695 0.49766 0.49792 0.49506 0.49613 0.49938 0.50312 0.50329 0.5055 0.50597 0.50641 0.50362 0.50017 0.50393 0.51344 0.51154 0.50744 0.50718 0.50634 0.50757 0.5078 0.51018 0.5101 0.51182 0.51333 0.52049 0.53342 0.54513 0.55576 0.56816 0.57547 0.58248 0.59004 0.59528 0.59677 0.59834 0.59524 0.59046 0.58826 0.59398 0.59688 0.59799 0.59873 0.59639 0.59097 0.5962 0.60674 0.61433 0.61545 0.61274 0.60722 0.60341 0.60046 0.59491 0.58155
#
480;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.08948 0.01661 0.01431 0.01461 0.03998 0.22159 0.43202 0.48992 0.49256 0.49064 0.49684 0.50072 0.49932 0.50013 0.50192 0.50062 0.50247 0.50452 0.50248 0.50196 0.50063 0.50467 0.50342 0.50968 0.51496 0.51002 0.50648 0.50734 0.50969 0.50789 0.50851 0.50864 0.51087 0.51582 0.51423 0.51077 0.51238 0.51678 0.52186 0.53082 0.54695 0.56682 0.57846 0.58315 0.58297 0.58044 0.58791 0.59533 0.59546 0.59418 0.59618 0.59781 0.59556 0.59168 0.59196 0.59384 0.60052 0.60561 0.60304 0.5992 0.5975 0.60175 0.6049 0.60205 0.5998 0.60021 0.601 0.60307 0.60083 0.5871
#
540;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09098 0.01377 0.00948 0.01108 0.01361 0.10442 0.33186 0.47478 0.49126 0.49435 0.49452 0.4975 0.49719 0.49362 0.49658 0.49833 0.49654 0.50486 0.50464 0.50674 0.50754 0.50767 0.50574 0.50652 0.50936 0.5111 0.50832 0.50529 0.50899 0.51026 0.50823 0.50999 0.51312 0.51253 0.51029 0.51314 0.5264 0.53941 0.55364 0.56817 0.57957 0.58863 0.59424 0.59592 0.59736 0.59549 0.59363 0.59156 0.59442 0.59966 0.59874 0.59721 0.59546 0.59624 0.59812 0.59744 0.59835 0.60154 0.60381 0.60179 0.59474 0.59744 0.60404 0.604 0.60111 0.59883 0.59999 0.60283 0.59973 0.58377
#
600;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09123 0.01816 0.0166 0.01302 0.01222 0.03905 0.20565 0.42442 0.4931 0.49644 0.49404 0.49641 0.49777 0.49494 0.49625 0.49859 0.50348 0.50309 0.50075 0.50508 0.50589 0.51148 0.51277 0.51016 0.50879 0.50993 0.50645 0.51041 0.51474 0.50977 0.50681 0.50699 0.51124 0.52005 0.52879 0.54344 0.56528 0.57728 0.58294 0.58417 0.59079 0.59686 0.59955 0.5981 0.5986 0.59737 0.59523 0.59514 0.59779 0.59892 0.59696 0.59619 0.59912 0.60124 0.60204 0.60246 0.60355 0.60337 0.60251 0.59778 0.59328 0.59791 0.60513 0.6043 0.59922 0.59641 0.60263 0.60459 0.5994 0.58471
#
660;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09171 0.02056 0.01883 0.01658 0.01299 0.01726 0.09616 0.32982 0.47944 0.49857 0.50146 0.49906 0.49868 0.4969 0.50051 0.4995 0.50368 0.50566 0.50366 0.51087 0.51316 0.50987 0.50458 0.50577 0.51052 0.51359 0.51071 0.50856 0.50595 0.5101 0.51835 0.52583 0.5392 0.55524 0.57046 0.58252 0.59203 0.59393 0.59017 0.59021 0.59526 0.59728 0.60052 0.60271 0.5977 0.59267 0.59353 0.59424 0.59828 0.60081 0.59862 0.60626 0.60805 0.60273 0.60217 0.60505 0.60082 0.59751 0.59884 0.59381 0.59492 0.59856 0.6031 0.60874 0.60553 0.59995 0.60245 0.60025 0.58897 0.57652
#
720;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.08755 0.01373 0.01273 0.01712 0.01137 0.0161 0.04239 0.20696 0.42601 0.49573 0.5009 0.50115 0.4987 0.49993 0.50194 0.49932 0.50045 0.5052 0.50198 0.50255 0.5046 0.50601 0.51023 0.51011 0.50769 0.50973 0.51272 0.51223 0.51842 0.52985 0.5439 0.56223 0.57834 0.5825 0.58481 0.58842 0.59384 0.59162 0.59131 0.59363 0.59597 0.60065 0.59947 0.60003 0.60077 0.59703 0.59437 0.59807 0.60462 0.60285 0.59906 0.59786 0.59501 0.59319 0.59557 0.59694 0.59945 0.60048 0.59711 0.59603 0.59903 0.60451 0.60886 0.61019 0.60289 0.59519 0.60034 0.60564 0.60018 0.58039
#
780;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.08875 0.01748 0.01335 0.01192 0.00964 0.01244 0.02001 0.09931 0.31943 0.47751 0.50415 0.5064 0.50474 0.50422 0.50485 0.50432 0.50806 0.50967 0.50697 0.5106 0.50717 0.50814 0.50999 0.50934 0.50972 0.51629 0.52877 0.54238 0.55776 0.56508 0.57256 0.58326 0.5946 0.59485 0.5894 0.59181 0.59768 0.6006 0.60157 0.59985 0.59861 0.59796 0.59892 0.59715 0.59852 0.59911 0.60109 0.60191 0.6009 0.59911 0.60145 0.60307 0.60256 0.60099 0.60207 0.60071 0.59747 0.60235 0.60683 0.60119 0.59721 0.60364 0.60771 0.60802 0.60125 0.59685 0.59966 0.59703 0.58975 0.58219
#
840;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09754 0.0195 0.01342 0.01209 0.01023 0.00824 0.01038 0.04048 0.20502 0.42674 0.49628 0.50412 0.51037 0.50944 0.50657 0.49993 0.4975 0.50309 0.5071 0.50579 0.50385 0.50895 0.5141 0.52162 0.53544 0.55261 0.56502 0.5754 0.58073 0.58328 0.58663 0.58779 0.59153 0.59823 0.60056 0.60158 0.59936 0.59637 0.59465 0.59519 0.59842 0.59626 0.59781 0.60071 0.59926 0.59598 0.5988 0.59839 0.59601 0.59967 0.60216 0.60016 0.60017 0.60267 0.60373 0.60349 0.59935 0.59816 0.59904 0.5986 0.60109 0.6042 0.60564 0.6046 0.60198 0.60677 0.60893 0.6059 0.60016 0.5826
#
900;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.10349 0.02709 0.0183 0.01051 0.00573 0.01214 0.01539 0.02348 0.10147 0.3277 0.48035 0.5041 0.50765 0.51094 0.51549 0.50932 0.50623 0.50911 0.51104 0.51632 0.52423 0.53433 0.54341 0.55813 0.57232 0.58188 0.58588 0.59047 0.59368 0.59444 0.59701 0.59505 0.59046 0.59269 0.60045 0.5974 0.59765 0.59477 0.58919 0.58683 0.59155 0.60051 0.60509 0.60198 0.59892 0.59799 0.59746 0.59583 0.59759 0.60108 0.60204 0.60288 0.60167 0.6015 0.60316 0.60207 0.60078 0.59988 0.59917 0.59697 0.59651 0.60324 0.61283 0.61269 0.60548 0.60191 0.60162 0.5974 0.5915 0.57748
#
