# time in seconds, z in cm, C solid phase volume fraction
#
960;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09449 0.01836 0.0137 0.01136 0.00476 0.00749 0.00732 0.01553 0.04857 0.21965 0.43796 0.50756 0.51169 0.50723 0.50153 0.50009 0.50276 0.51648 0.526 0.53965 0.55322 0.5645 0.5751 0.58139 0.58565 0.59019 0.591 0.58838 0.58827 0.58563 0.58502 0.58663 0.58988 0.59607 0.59716 0.59469 0.59798 0.59819 0.59671 0.59442 0.59911 0.60724 0.60799 0.60199 0.59664 0.5959 0.59901 0.602 0.60742 0.60718 0.6022 0.60407 0.60452 0.60376 0.60475 0.60418 0.60636 0.60476 0.59849 0.59582 0.59731 0.60023 0.60147 0.5992 0.59807 0.59898 0.59974 0.59981 0.59169 0.57741
#
1020;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09477 0.01484 0.00928 0.01133 0.01098 0.01152 0.01009 0.01623 0.02193 0.11174 0.34538 0.48486 0.50059 0.50897 0.51371 0.51878 0.53329 0.5497 0.55614 0.56648 0.58035 0.58661 0.58738 0.58933 0.58973 0.59515 0.60187 0.59872 0.59971 0.59596 0.59324 0.5962 0.59718 0.59688 0.59537 0.59484 0.59636 0.59485 0.59685 0.59928 0.60294 0.60245 0.60016 0.59865 0.5972 0.59446 0.59775 0.60107 0.60069 0.59816 0.59763 0.59928 0.60198 0.60024 0.60087 0.60142 0.60243 0.60159 0.60282 0.60488 0.60417 0.60412 0.60383 0.59974 0.59521 0.59605 0.60425 0.6079 0.60068 0.57815
#
1080;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09545 0.01636 0.01162 0.00918 0.00802 0.00735 0.01047 0.02028 0.02335 0.05429 0.23415 0.44583 0.51095 0.52171 0.53843 0.55908 0.56562 0.57413 0.58598 0.589 0.58594 0.58592 0.58802 0.5901 0.59199 0.59653 0.59646 0.59287 0.5953 0.59859 0.59646 0.59121 0.59161 0.59609 0.59689 0.59739 0.6027 0.60189 0.59776 0.59696 0.60187 0.60349 0.60376 0.60337 0.60122 0.59594 0.59552 0.59823 0.60633 0.60696 0.6011 0.60163 0.60361 0.60412 0.60305 0.60141 0.60408 0.60605 0.60676 0.60188 0.59715 0.59668 0.60141 0.60478 0.60251 0.60195 0.60409 0.59878 0.58974 0.57756
#
1140;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.10292 0.0258 0.01317 0.00903 0.01238 0.0145 0.01152 0.01307 0.01489 0.0263 0.13679 0.38633 0.53026 0.55826 0.57733 0.58641 0.59306 0.59384 0.59491 0.5948 0.5923 0.59238 0.59587 0.59989 0.59579 0.59353 0.59379 0.59305 0.59651 0.59974 0.59515 0.59472 0.59822 0.60027 0.59679 0.59548 0.60128 0.59932 0.59698 0.5975 0.59778 0.59704 0.59662 0.59477 0.59643 0.59868 0.60116 0.60128 0.60121 0.60347 0.60335 0.59994 0.59751 0.60135 0.60588 0.60508 0.60468 0.60596 0.6062 0.59719 0.59523 0.60006 0.60285 0.60071 0.60248 0.60332 0.60257 0.60273 0.59738 0.57836
#
1200;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.0953 0.02119 0.01126 0.00614 0.00382 0.00558 0.00895 0.0202 0.02129 0.02219 0.09199 0.34514 0.54699 0.57797 0.58297 0.58527 0.58888 0.58812 0.5925 0.59674 0.5961 0.59927 0.59502 0.5946 0.59455 0.59653 0.59686 0.59177 0.59215 0.59546 0.59733 0.59703 0.59427 0.59233 0.59458 0.59606 0.5992 0.60306 0.60619 0.60182 0.5988 0.6009 0.60654 0.60451 0.59805 0.59644 0.59891 0.60188 0.60501 0.60731 0.60638 0.60386 0.60107 0.6014 0.60393 0.60221 0.60048 0.60342 0.60233 0.59764 0.59515 0.6017 0.61137 0.6075 0.60001 0.59832 0.60313 0.60393 0.59862 0.5882
#
1260;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09672 0.01639 0.01039 0.00822 0.00458 0.00825 0.00638 0.01331 0.0134 0.01432 0.07558 0.32914 0.54515 0.58085 0.58991 0.58927 0.58646 0.58744 0.59137 0.59887 0.59647 0.59507 0.59234 0.59302 0.59658 0.60062 0.60108 0.59666 0.59331 0.596 0.59821 0.60054 0.60356 0.6033 0.60242 0.59835 0.59748 0.59841 0.59915 0.6004 0.60107 0.60159 0.60308 0.60323 0.60041 0.59507 0.60076 0.60586 0.60307 0.59664 0.59704 0.5993 0.59906 0.60076 0.59999 0.59959 0.60226 0.60148 0.59961 0.59505 0.59301 0.59915 0.59999 0.60148 0.60622 0.6072 0.61319 0.61015 0.59791 0.57657
#
1320;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09814 0.01748 0.01021 0.00903 0.00518 0.00561 0.0106 0.02042 0.01906 0.02029 0.08268 0.3283 0.5427 0.58703 0.59467 0.59522 0.59739 0.5953 0.59334 0.59554 0.59452 0.59437 0.59638 0.59812 0.59952 0.6003 0.59481 0.59103 0.5953 0.59612 0.5973 0.60008 0.60498 0.6115 0.60862 0.6011 0.60132 0.60226 0.59638 0.59267 0.59829 0.60084 0.60386 0.60139 0.59821 0.60007 0.60252 0.60414 0.60625 0.60199 0.60325 0.60598 0.60323 0.60294 0.60836 0.60851 0.60473 0.60334 0.60172 0.59702 0.59546 0.60617 0.61526 0.61327 0.60317 0.59554 0.5972 0.59921 0.59976 0.59339
#
1380;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09846 0.02065 0.01697 0.01592 0.00889 0.00771 0.00647 0.0141 0.01628 0.0193 0.07613 0.32493 0.5414 0.57758 0.58501 0.58734 0.5926 0.59739 0.59943 0.59962 0.59946 0.59928 0.59535 0.59479 0.59576 0.59961 0.60202 0.59848 0.59525 0.59698 0.59646 0.59442 0.59736 0.60044 0.59955 0.59885 0.60113 0.60231 0.59993 0.59527 0.59833 0.60111 0.60016 0.59936 0.60006 0.60212 0.60356 0.60354 0.60291 0.60446 0.59887 0.59586 0.59855 0.59715 0.59811 0.60046 0.60187 0.60153 0.60025 0.59447 0.59946 0.60689 0.60738 0.60609 0.60575 0.60025 0.59771 0.60242 0.60027 0.5921
#
1440;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09023 0.02088 0.01788 0.01464 0.00797 0.00556 0.0048 0.01136 0.01627 0.02312 0.08065 0.3244 0.53991 0.5819 0.59065 0.59088 0.59574 0.60075 0.59834 0.5959 0.59398 0.59746 0.59284 0.59197 0.60163 0.60679 0.60496 0.5982 0.59588 0.59782 0.59678 0.59458 0.59752 0.60171 0.59806 0.59574 0.59939 0.59831 0.60026 0.60035 0.59916 0.59863 0.59668 0.596 0.59498 0.59523 0.60241 0.60883 0.6068 0.60344 0.60097 0.60124 0.59989 0.60035 0.60169 0.60245 0.60528 0.60453 0.60009 0.59651 0.59417 0.59604 0.60349 0.60816 0.60549 0.60152 0.6067 0.61179 0.60651 0.58542
#
1500;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.10409 0.02015 0.01413 0.01149 0.00329 0.00343 0.00669 0.01166 0.01288 0.01955 0.07467 0.32012 0.54267 0.58289 0.5906 0.59096 0.58828 0.59041 0.59136 0.59457 0.59839 0.59974 0.59737 0.59609 0.5973 0.6014 0.5995 0.59657 0.59962 0.60029 0.59612 0.59863 0.60199 0.60036 0.59796 0.59568 0.60012 0.60027 0.59923 0.59731 0.59624 0.59674 0.60423 0.60793 0.60229 0.59692 0.59648 0.59589 0.59809 0.60168 0.60225 0.59886 0.60063 0.60137 0.60015 0.60005 0.60284 0.60496 0.60325 0.60026 0.60033 0.60548 0.60936 0.60636 0.6053 0.60763 0.60589 0.60124 0.59776 0.58331
#
1560;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09581 0.01754 0.01136 0.00653 0.00288 0.00698 0.00497 0.00748 0.00749 0.01148 0.06964 0.3172 0.53964 0.58271 0.59389 0.59261 0.58876 0.59094 0.59401 0.59635 0.59714 0.60061 0.5987 0.60037 0.60175 0.60337 0.60371 0.60026 0.59722 0.60035 0.60012 0.59819 0.59894 0.60006 0.60101 0.59843 0.60213 0.60151 0.59378 0.59021 0.59727 0.60073 0.59902 0.59809 0.59954 0.59725 0.5956 0.59488 0.59567 0.59702 0.59566 0.59565 0.60019 0.59936 0.60288 0.60376 0.60299 0.59993 0.59522 0.5945 0.59607 0.59865 0.60113 0.6018 0.6041 0.60212 0.60384 0.60407 0.59536 0.57343
#
1620;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09945 0.01248 0.00216 0.00579 0.00765 0.01546 0.01454 0.01427 0.01036 0.01623 0.07844 0.32256 0.54118 0.57931 0.59089 0.59671 0.59772 0.59957 0.59857 0.60013 0.59916 0.59889 0.59882 0.59594 0.59548 0.60117 0.59942 0.59645 0.59664 0.5953 0.59708 0.59917 0.60077 0.60215 0.59942 0.59697 0.59959 0.59757 0.59592 0.59358 0.59454 0.59825 0.60207 0.60241 0.60321 0.59905 0.59653 0.60105 0.60595 0.60557 0.60033 0.59877 0.59883 0.59906 0.6023 0.60532 0.60359 0.59846 0.59796 0.59471 0.59548 0.59942 0.60266 0.60375 0.60463 0.6058 0.60593 0.60265 0.59611 0.57552
#
1680;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09331 0.01481 0.00985 0.00616 0.00434 0.0111 0.01275 0.01539 0.01274 0.01619 0.0727 0.31819 0.54252 0.5864 0.59169 0.58903 0.59092 0.59606 0.596 0.59561 0.59262 0.59376 0.59599 0.59784 0.59641 0.59364 0.59269 0.59386 0.59837 0.60211 0.60255 0.60219 0.6017 0.59869 0.59583 0.59972 0.6061 0.60114 0.59988 0.60137 0.60406 0.60408 0.60086 0.59983 0.604 0.60015 0.59704 0.59858 0.60551 0.60605 0.60308 0.5999 0.59722 0.59841 0.60351 0.6042 0.60345 0.60691 0.60562 0.5998 0.59668 0.59979 0.60594 0.60576 0.6024 0.59983 0.59612 0.59016 0.58316 0.55762
#
1740;-0.0460937 -0.0468749 -0.0476562 -0.0484374 -0.0492187 -0.0499999 -0.0507812 -0.0515624 -0.0523437 -0.0531249 -0.0539062 -0.0546874 -0.0554687 -0.0562499 -0.0570312 -0.0578124 -0.0585937 -0.0593749 -0.0601562 -0.0609374 -0.0617187 -0.0624999 -0.0632812 -0.0640624 -0.0648437 -0.065625 -0.0664062 -0.0671875 -0.0679687 -0.06875 -0.0695312 -0.0703125 -0.0710937 -0.071875 -0.0726562 -0.0734375 -0.0742187 -0.075 -0.0757812 -0.0765625 -0.0773437 -0.078125 -0.0789062 -0.0796875 -0.0804687 -0.08125 -0.0820312 -0.0828125 -0.0835937 -0.084375 -0.0851562 -0.0859375 -0.0867187 -0.0875 -0.0882812 -0.0890625 -0.0898437 -0.090625 -0.0914062 -0.0921875 -0.0929687 -0.09375 -0.0945312 -0.0953125 -0.0960937 -0.096875 -0.0976562 -0.0984375 -0.0992187 -0.1;0.09515 0.01626 0.00991 0.00604 0.00082954 0.00531 0.00548 0.01284 0.01408 0.01383 0.07187 0.31859 0.54242 0.58898 0.59447 0.58809 0.5862 0.58925 0.59241 0.5987 0.60108 0.6008 0.59752 0.59651 0.59833 0.60365 0.6008 0.5982 0.59925 0.60227 0.60326 0.59706 0.59953 0.6018 0.59866 0.5917 0.5901 0.59279 0.5923 0.5938 0.59499 0.59853 0.6027 0.60004 0.59919 0.59817 0.59889 0.5994 0.60429 0.60846 0.60631 0.60556 0.60614 0.60079 0.59812 0.59916 0.59969 0.60226 0.60282 0.60157 0.60268 0.6064 0.60746 0.60625 0.59949 0.59669 0.60157 0.60304 0.59784 0.57694
