0.4043, 0.02
0.4535, 0.0228
0.4747, 0.0269
0.4901, 0.031
0.5123, 0.035
0.5282, 0.0391
0.5349, 0.0433
0.5479, 0.0485
0.559, 0.0547
0.5764, 0.0599
0.5923, 0.0661
0.5947, 0.0745
0.6096, 0.0818
0.6216, 0.088
0.6303, 0.0985
0.6385, 0.1037
0.6534, 0.1162
0.6611, 0.1267
0.6684, 0.1362
0.6756, 0.1477
0.6862, 0.1602
0.6977, 0.1728
0.7016, 0.1865
0.7117, 0.2159
0.7185, 0.2011
0.7208, 0.2317
0.7464, 0.2505
0.7459, 0.2715
0.7526, 0.2884
0.769, 0.3125
0.7685, 0.3346
0.7907, 0.3597
0.7915, 0.386
0.8027, 0.4123
0.8199, 0.4428
0.8325, 0.4733
0.833, 0.507
0.8513, 0.5448
0.8527, 0.5816
0.8604, 0.6227
0.8604, 0.6659
0.8883, 0.713
0.8864, 0.7616
0.896, 0.8142
0.895, 0.87
0.9403, 0.9319
