2.1302e-4, 0.0107
3.2855e-4, 0.0146
3.7321e-4, 0.0236
3.9273e-4, 0.0155
3.9777e-4, 0.0296
4.2394e-4, 0.0205
4.4047e-4, 0.0467
4.6746e-4, 0.0366
4.6945e-4, 0.0567
4.8568e-4, 0.0335
5.3326e-4, 0.0667
5.1108e-4, 0.0748
5.401e-4, 0.0849
5.424e-4, 0.101
5.31e-4, 0.1161
5.2205e-4, 0.1332
5.6835e-4, 0.1473
5.2875e-4, 0.1584
5.1325e-4, 0.1705
5.1763e-4, 0.1856
5.0675e-4, 0.1987
5.2427e-4, 0.2158
5.1108e-4, 0.2319
5.1544e-4, 0.2469
4.961e-4, 0.2662
4.94e-4, 0.2873
4.961e-4, 0.3075
4.8568e-4, 0.3326
4.7953e-4, 0.3548
4.8362e-4, 0.381
4.8568e-4, 0.4082
4.7345e-4, 0.4374
4.635e-4, 0.4706
4.6945e-4, 0.5039
4.4992e-4, 0.5411
4.5376e-4, 0.5764
4.5184e-4, 0.6177
4.4422e-4, 0.661
4.4234e-4, 0.7033
4.2394e-4, 0.7536
4.0631e-4, 0.806
3.9946e-4, 0.8604
4.0287e-4, 0.9218
