1.1156, 0.6245
1.177, 0.6496
1.3397, 0.6956
1.508, 0.7415
1.7118, 0.7896
1.9321, 0.8439
2.1932, 0.8919
2.4826, 0.9399
2.826, 0.9922
3.154, 1.0402
3.5904, 1.0674
4.1567, 1.0903
4.7452, 1.105
5.4938, 1.1196
6.3069, 1.13
7.2814, 1.1363
8.3122, 1.1467
9.5965, 1.1509
11.1105, 1.1509
12.6122, 1.153
14.6019, 1.1593
16.6686, 1.1969
19.136, 1.1948
21.9066, 1.2073
25.078, 1.2449
28.467, 1.2742
32.6801, 1.3013
37.8355, 1.3222
42.8276, 1.3514
49.4441, 1.3765
56.126, 1.3995
64.7978, 1.4057
73.9701, 1.4329
84.681, 1.4245
96.6702, 1.4162
111.6085, 1.3953
125.9841, 1.3681
145.0397, 1.3786
167.9247, 1.3577
190.0872, 1.3431
217.0047, 1.3034
245.6519, 1.2469
277.2955, 1.2052
315.6707, 1.1697
365.4778, 1.153
416.0567, 1.1175
476.3113, 1.082
539.1867, 1.0339
601.8256, 0.9838
687.0548, 0.9295
764.7191, 0.871
853.5512, 0.8334
