7.9211e-5, 5.2553e-3
4.6985e-4, 6.4351e-3
1.7002e-3, 9.4681e-3
2.8744e-3, 0.0123
4.7919e-3, 0.0178
5.7193e-3, 0.0218
6.508e-3, 0.0245
7.4681e-3, 0.0319
8.1472e-3, 0.0279
8.5698e-3, 0.0365
9.9451e-3, 0.0393
9.3495e-3, 0.0472
9.2453e-3, 0.0559
9.4291e-3, 0.0659
9.8349e-3, 0.0712
8.7654e-3, 0.0745
9.2461e-3, 0.0871
8.4754e-3, 0.0931
7.4276e-3, 0.0977
7.2425e-3, 0.1097
6.6389e-3, 0.119
6.1371e-3, 0.1283
5.424e-3, 0.1402
4.7803e-3, 0.1508
4.6481e-3, 0.1641
3.983e-3, 0.1754
3.682e-3, 0.19
3.236e-3, 0.2059
2.9747e-3, 0.2199
2.5924e-3, 0.2371
2.2912e-3, 0.2544
2.2154e-3, 0.275
2.0195e-3, 0.293
1.7949e-3, 0.3155
1.442e-3, 0.3401
1.2392e-3, 0.3639
1.0096e-3, 0.3886
9.0746e-4, 0.4171
7.3933e-4, 0.445
6.8927e-4, 0.4776
5.553e-4, 0.5108
4.5753e-4, 0.5467
4.1826e-4, 0.5852
3.2856e-4, 0.6251
2.5883e-4, 0.6696
2.097e-4, 0.7147
1.3919e-4, 0.7626
1.4892e-4, 0.8165
7.9628e-5, 0.8742
