#x(mm);zb(mm)
48.628884826325404;0.22537276993936617
51.828153564899424;0.9417906803871272
55.66727605118828;1.837313068446826
58.866544789762344;2.643283217700561
63.345521023765976;3.449253366954291
63.345521023765976;3.449253366954291
66.54478976234002;4.255223516208026
69.10420475319926;5.15074590426772
72.94332723948811;5.867163814715486
76.14259597806218;6.941790680387123
78.70201096892136;8.105969784864739
81.90127970749542;9.001492172924442
85.74040219378428;10.076119038596083
88.9396709323583;11.240298143073694
92.13893967093236;11.956716053521456
94.69835466179158;12.673133963969216
96.61791590493597;13.389551874416982
99.81718464351003;14.195522023670712
102.37659963436926;15.091044411730412
104.93601462522852;15.449253366954292
106.85557586837295;16.255223516208023
110.69469835466181;16.434327993819963
112.6142595978062;17.240298143073694
115.81352833638026;17.777611575909518
117.73308957952469;18.494029486357277
120.93235831809871;18.76268620277519
124.13162705667277;19.21044739680504
129.2504570383912;19.389551874416977
131.80987202925044;18.58358172516325
133.72943327239486;17.68805933710355
134.36928702010965;16.792536949043846
135.0091407678245;16.255223516208023
136.92870201096892;15.449253366954292
137.56855575868371;14.643283217700562
138.84826325411336;13.837313068446827
140.12797074954295;12.941790680387127
141.40767824497257;12.135820531133398
143.32723948811702;11.329850381879668
144.6069469835466;10.523880232625933
145.8866544789762;9.62835784456623
147.8062157221206;8.73283545650653
149.08592321755026;7.658208590834889
151.00548446069467;6.404477247551309
152.28519195612432;5.508954859491601
153.5648994515539;4.7029847102378755
154.84460694698353;3.5388056057602597
156.76416819012798;2.4641787400886233
158.0438756855576;1.3895518744169766
159.96343692870204;0.8522384415811532
161.24314442413163;0.1358205311333922
