#x(mm);zb(mm)
136.9918083724403;0.3647416413373863
143.4843111389067;1.5501519756838968
152.5738150119596;2.735562310030397
159.066317778426;3.9209726443768975
166.20807082153897;5.197568389057749
172.05132331135866;6.565349544072943
177.89457580117843;7.841945288753806
182.43932773770487;8.662613981762915
186.9840796742313;9.756838905775073
190.87958133411115;10.759878419452885
194.77508299399102;11.854103343465043
200.6183354838107;12.76595744680851
205.16308742033715;13.951367781155016
211.65559018680352;14.680851063829788
214.90184157003677;15.592705167173248
221.39434433650314;15.775075987841946
226.58834654967617;16.23100303951368
231.1330984862026;15.501519756838906
234.3793498694358;14.224924012158056
236.9763509760223;12.492401215805476
238.92410180596224;10.942249240121578
242.81960346584208;9.209726443768998
245.41660457242858;7.56838905775076
248.01360567901517;5.927051671732522
250.6106067856017;4.194528875379932
252.5583576155416;2.735562310030397
253.8568581688349;1.5501519756838968
255.15535872212823;0.3647416413373863
