#x(mm);zb(mm)
99.26229508196721;0.24128686327077747
105.57377049180327;1.5281501340482573
114.75409836065573;2.4128686327077746
120.49180327868852;3.297587131367292
125.65573770491802;4.343163538873995
129.0983606557377;5.2278820375335116
133.68852459016392;6.193029490616622
137.70491803278688;7.238605898123324
142.2950819672131;8.284182305630027
146.31147540983605;9.651474530831099
150.9016393442623;10.536193029490617
154.34426229508196;11.662198391420912
159.50819672131146;12.707774798927614
164.0983606557377;13.753351206434315
168.68852459016392;14.798927613941018
173.85245901639342;15.603217158176943
178.44262295081967;16.48793565683646
183.60655737704917;16.970509383378015
185.9016393442623;17.45308310991957
191.0655737704918;17.37265415549598
193.36065573770492;16.568364611260055
195.08196721311475;15.723860589812332
196.2295081967213;14.758713136729222
197.95081967213113;13.71313672922252
200.24590163934425;12.587131367292224
201.9672131147541;11.46112600536193
203.68852459016392;10.17426273458445
205.98360655737704;9.289544235924932
207.70491803278688;8.163538873994638
209.4262295081967;6.957104557640751
211.72131147540983;5.428954423592494
214.01639344262293;3.739946380697051
216.31147540983605;2.0509383378016084
218.60655737704917;0.6836461126005362
