#x(mm);zb(mm)
33.91224862888482;0.6268656716417871
35.19195612431443;2.149253731343283
37.11151736745885;3.582089552238805
39.6709323583181;5.194029850746265
42.23034734917731;6.805970149253731
44.789762340036546;8.238805970149253
46.709323583180975;9.67164179104478
49.26873857404022;11.373134328358208
51.828153564899424;12.895522388059705
55.66727605118828;14.865671641791044
59.50639853747715;17.014925373134332
62.70566727605116;18.895522388059703
66.54478976234002;20.686567164179106
70.38391224862887;22.56716417910448
72.30347349177332;23.73134328358209
74.22303473491775;24.626865671641795
76.78244972577697;25.343283582089555
79.34186471663617;24.537313432835823
81.2614259597806;23.373134328358216
83.82084095063985;22.208955223880597
86.38025594149907;20.955223880597018
88.2998171846435;19.791044776119403
91.49908592321756;18.35820895522388
93.41864716636199;17.194029850746272
95.33820840950638;16.298507462686565
97.25776965265081;15.402985074626864
99.81718464351003;13.701492537313435
103.0164533820841;11.910447761194032
105.57586837294332;10.208955223880597
108.13528336380254;8.597014925373132
111.3345521023766;6.895522388059699
113.89396709323583;5.283582089552239
116.45338208409505;3.4925373134328366
119.01279707495428;1.7014925373134338
120.29250457038391;0.35820895522387547
